,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
306,2011/2012,1993-12-22 06:00:00,PRT,1,5,0,27,59.0,False,True,1,0,0.7777777777777778,0.9090909090909092,1.0,16:00:00,14:00:00,ADNRC,0.0,AP,12.0,F,0.0,1,1,False
307,2011/2012,1993-12-03 06:00:00,PRT,1,8,0,27,66.0,True,True,1,0,0.3333333333333333,0.7,1.0,15:00:00,14:00:00,ADNRC,0.0,F,0.0,F,0.0,0,1,True
308,2011/2012,1993-08-22 05:00:00,PRT,2,7,0,27,73.0,False,True,1,0,0.037037037037037,0.7,1.0,15:00:00,14:00:00,ADNRC,0.0,NRC,0.0,R,7.0,0,1,True
309,2011/2012,1992-06-23 05:00:00,PRT,1,8,0,29,72.0,True,True,1,0,0.074074074074074,0.1,1.0,17:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
310,2011/2012,1994-07-07 05:00:00,PRT,1,6,0,27,62.0,False,True,1,0,0.037037037037037,0.1,0.0,17:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
311,2011/2012,1993-05-05 05:00:00,PRT,3,6,0,28,59.0,True,False,1,0,0.4444444444444444,0.5,0.6666666666666666,17:00:00,14:00:00,ADNRC,0.0,AP,10.0,AP,13.0,1,1,False
312,2011/2012,1993-02-18 06:00:00,PRT,1,7,0,28,73.0,True,False,1,0,0.2592592592592592,0.3,0.6666666666666666,17:00:00,14:00:00,ADNA,0.0,D,0.0,D,0.0,0,1,True
313,2011/2012,1993-12-20 06:00:00,PRT,1,9,0,27,73.0,False,False,1,0,0.2592592592592592,0.1,0.6666666666666666,17:00:00,14:00:00,ADNA,0.0,D,0.0,D,0.0,0,1,True
314,2011/2012,1993-04-01 05:00:00,PRT,1,4,0,28,69.0,False,True,1,0,0.037037037037037,0.0,0.0,17:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,1,True
315,2012/2013,1992-06-03 05:00:00,PRT,1,5,0,29,59.0,True,True,1,0,0.8518518518518519,0.9,1.0,15:00:00,14:00:00,ADNRC,0.0,AP,14.0,F,0.0,1,0,False
316,2012/2013,1990-11-06 06:00:00,BRA,1,1,0,30,33.0,False,False,1,0,0.3703703703703703,0.6363636363636364,1.0,16:00:00,14:00:00,ADNRC,0.0,D,0.0,AP,13.0,1,0,False
317,2012/2013,1994-05-02 05:00:00,BRA,1,1,0,27,37.0,False,False,1,0,0.6666666666666666,0.9,1.0,17:00:00,14:00:00,ADNRC,0.0,AP,11.0,F,0.0,1,0,False
318,2012/2013,1992-12-03 06:00:00,BRA,1,1,0,28,37.0,False,False,1,0,0.5925925925925926,0.8,0.6666666666666666,17:00:00,14:00:00,ADNRC,0.0,AP,11.0,F,0.0,1,0,False
319,2012/2013,1993-11-09 06:00:00,BRA,1,1,0,27,37.0,False,False,1,0,0.6666666666666666,0.8,1.0,17:00:00,14:00:00,ADNRC,0.0,AP,12.0,F,0.0,1,0,False
320,2012/2013,1989-12-29 06:00:00,GRC,1,0,0,31,36.0,False,False,1,0,0.0,0.0,0.0,16:00:00,14:00:00,ADNF,0.0,F,0.0,F,0.0,0,0,True
321,2007/2008,1989-02-06 06:00:00,PRT,4,10,0,32,67.0,True,False,4,2,0.2222222222222222,0.6153846153846154,0.0,17:00:00,15:00:00,ADNA,0.0,NRC,0.0,F,0.0,0,6,True
322,2007/2008,1989-12-08 06:00:00,PRT,3,9,0,31,74.0,False,False,3,0,0.037037037037037,0.0769230769230769,0.75,17:00:00,17:00:00,ADNF,0.0,F,0.0,F,0.0,0,6,True
323,2007/2008,1989-08-05 05:00:00,PRT,1,14,1,31,73.0,False,False,1,1,0.0,0.0,0.0,17:00:00,17:00:00,ADNF,0.0,F,0.0,F,0.0,0,6,True
324,2007/2008,1989-08-24 05:00:00,PRT,2,7,0,31,73.0,True,False,2,0,0.0,0.3846153846153846,0.75,15:00:00,17:00:00,ADNA,0.0,NRC,0.0,R,5.0,0,6,True
325,2007/2008,1989-06-24 05:00:00,PRT,9,13,0,32,70.0,False,True,2,0,0.0,0.0,0.0,15:00:00,17:00:00,ADNF,0.0,NRC,0.0,F,0.0,0,6,True
326,2007/2008,1989-07-27 05:00:00,PRT,2,6,0,31,77.0,False,False,2,2,0.0,0.0,0.0,17:00:00,17:00:00,ADNF,0.0,F,0.0,F,0.0,0,6,True
327,2007/2008,1987-12-12 06:00:00,PRT,4,10,1,33,73.0,False,False,2,1,0.2962962962962963,0.3076923076923077,0.75,17:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
328,2007/2008,1987-09-26 05:00:00,PRT,3,7,0,33,74.0,False,True,3,0,0.0,0.0,0.0,17:00:00,22:00:00,ADNF,0.0,F,0.0,F,0.0,0,6,True
329,2007/2008,1988-01-27 06:00:00,PRT,4,10,0,33,79.0,False,False,4,1,0.0,0.0769230769230769,0.25,17:00:00,17:00:00,ADNF,0.0,NRC,0.0,R,8.0,0,6,True
330,1998/1999,1980-02-04 06:00:00,PRT,4,13,0,41,60.0,False,True,4,2,0.0,0.0,0.75,17:00:00,00:00:00,ADNF,0.0,NRC,0.0,F,0.0,0,15,True
331,2002/2003,1984-03-16 06:00:00,PRT,5,5,0,37,69.0,False,False,5,1,0.0,0.0,0.0,17:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,11,True
332,2006/2007,1987-06-08 05:00:00,PRT,3,11,1,34,79.0,False,False,3,2,0.0,0.0,0.75,15:00:00,17:00:00,ADNF,0.0,NRC,0.0,F,0.0,0,7,True
333,2007/2008,1989-05-26 05:00:00,PRT,6,13,0,32,58.0,False,True,4,0,0.0,0.0,0.5,17:00:00,22:00:00,ADNF,0.0,F,0.0,F,0.0,0,6,True
334,2002/2003,1980-06-18 05:00:00,PRT,2,8,0,41,24.0,False,False,2,2,0.0,0.0,0.0,17:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,11,True
335,2006/2007,1981-08-20 05:00:00,PRT,5,13,1,39,79.0,False,False,4,2,0.1111111111111111,0.2307692307692307,0.0,17:00:00,15:00:00,ADNA,0.0,NRC,0.0,F,0.0,0,7,True
336,1996/1997,1973-09-28 05:00:00,PRT,3,2,0,47,49.0,False,False,3,0,0.0,0.0,0.0,17:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,17,True
337,1994/1995,1973-07-12 05:00:00,PRT,2,3,0,48,26.0,False,False,2,0,0.0,0.0,0.0,17:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,19,True
338,2002/2003,1984-09-10 05:00:00,PRT,3,11,0,36,72.0,False,False,3,2,0.2222222222222222,0.3846153846153846,0.0,17:00:00,22:00:00,ADNA,0.0,NRC,0.0,R,6.0,0,11,True
339,2008/2009,1988-02-11 06:00:00,PRT,3,5,0,33,57.0,False,True,3,0,0.037037037037037,0.1538461538461538,0.25,17:00:00,17:00:00,ADNF,0.0,F,0.0,F,0.0,0,5,True
340,2008/2009,1990-06-01 05:00:00,PRT,3,9,0,31,78.0,False,False,1,1,0.0,0.0,0.0,17:00:00,00:00:00,ADNF,0.0,F,0.0,F,0.0,0,5,True
341,2008/2009,1989-10-30 06:00:00,PRT,4,8,0,31,60.0,False,True,3,1,0.0,0.0,0.75,17:00:00,00:00:00,ADNF,0.0,NRC,0.0,R,4.0,0,5,True
342,2008/2009,1989-02-09 06:00:00,PRT,7,11,0,32,60.0,False,False,4,1,0.0,0.0769230769230769,0.0,17:00:00,00:00:00,ADNF,0.0,F,0.0,F,0.0,0,5,True
